name,meaning,origin,gender,nationality,language,script,era,notes
Valentim,Strong / Healthy,Latin,boy,br,pt,Latin,modern,Saint Valentine
Caleb,Whole hearted,Hebrew,boy,br,pt,Latin,modern,Biblical spy
Bento,Blessed,Latin,boy,br,pt,Latin,classic,Pope Benedict variant
Otávio,Eighth,Latin,boy,br,pt,Latin,classic,Mesquita
Vinícius,Wine maker,Latin,boy,br,pt,Latin,classic,Moraes (Poet) / Jr (Real Madrid)
Caio,Rejoice,Latin,boy,br,pt,Latin,classic,Castro (Actor)
Thiago,Supplanter,Hebrew,boy,br,pt,Latin,classic,Silva (Football)
Rodrigo,Famous ruler,Germanic,boy,br,pt,Latin,classic,Santoro
Bruno,Brown,Germanic,boy,br,pt,Latin,classic,Gagliasso
Igor,Warrior of peace,Norse,boy,br,pt,Latin,classic,Cavalera
Helena,Bright one,Greek,girl,br,pt,Latin,classic,Top #1 girl name
Alice,Noble type,Germanic,girl,br,pt,Latin,modern,Wonderland / Braga
Laura,Laurel,Latin,girl,br,pt,Latin,modern,Cardoso
Maria Alice,Beloved / Noble,Hebrew/Germanic,girl,br,pt,Latin,modern,Virginia Fonseca daughter
Valentina,Strong / Healthy,Latin,girl,br,pt,Latin,modern,Sampaio
Heloísa,Famous warrior,Germanic,girl,br,pt,Latin,classic,Perissé
Maria Clara,Beloved / Bright,Hebrew/Latin,girl,br,pt,Latin,modern,Very popular compound
Maria Cecília,Beloved / Blind,Hebrew/Latin,girl,br,pt,Latin,modern,Country duo
Maria Eduarda,Beloved / Rich guard,Hebrew/English,girl,br,pt,Latin,classic,Compound "Duda"
Maitê,Lovable,Basque,girl,br,pt,Latin,modern,Proença
Lorena,Laurel,Latin,girl,br,pt,Latin,modern,Queiroz
Cecília,Blind,Latin,girl,br,pt,Latin,classic,Meireles (Poet)
Maria Luiza,Beloved / Warrior,Hebrew/Germanic,girl,br,pt,Latin,classic,Compound "Malu"
Manuela,God is with us,Hebrew,girl,br,pt,Latin,classic,D'Ávila
Sophia,Wisdom,Greek,girl,br,pt,Latin,modern,Abrahão
Isadora,Gift of Isis,Greek,girl,br,pt,Latin,classic,Duncan (Dancer)
Antonella,Praiseworthy,Latin,girl,br,pt,Latin,modern,Messi's wife name
Júlia,Youthful,Latin,girl,br,pt,Latin,classic,Paes
Ayla,Moonlight / Halo,Turkish/Hebrew,girl,br,pt,Latin,modern,Nature mystic
Lívia,Envious / Blue,Latin,girl,br,pt,Latin,classic,Andrade
Isis,Throne,Egyptian,girl,br,pt,Latin,modern,Valverde
Maya,Illusion / Water,Sanskrit,girl,br,pt,Latin,modern,Soap opera influence
Olívia,Olive tree,Latin,girl,br,pt,Latin,modern,International trend
Beatriz,She who brings happiness,Latin,girl,br,pt,Latin,classic,Milhazes
Rebeca,To tie / Bind,Hebrew,girl,br,pt,Latin,modern,Andrade (Gymnast)
Sarah,Princess,Hebrew,girl,br,pt,Latin,classic,Biblical
Eloá,God,Hebrew,girl,br,pt,Latin,modern,Short and sweet
Marina,Of the sea,Latin,girl,br,pt,Latin,classic,Ruy Barbosa
Liz,God is my oath,Hebrew,girl,br,pt,Latin,modern,Short for Elizabeth
Yasmin,Jasmine,Persian,girl,br,pt,Latin,modern,Brunet
Isabelly,God is my oath,Hebrew,girl,br,pt,Latin,modern,Modern spelling
Ana Clara,Grace / Bright,Hebrew/Latin,girl,br,pt,Latin,classic,Lima (Host)
Lavínia,Woman of Lavinium,Latin,girl,br,pt,Latin,classic,Vlasak
Esther,Star,Persian,girl,br,pt,Latin,classic,Queen Esther
Aurora,Dawn,Latin,girl,br,pt,Latin,modern,Sleeping Beauty
Elisa,God is my oath,Hebrew,girl,br,pt,Latin,classic,Lucinda
Luiza,Renowned warrior,Germanic,girl,br,pt,Latin,classic,Possi
Emanuelly,God is with us,Hebrew,girl,br,pt,Latin,modern,Elaborate spelling
Giovanna,God is gracious,Hebrew,girl,br,pt,Latin,classic,Antonelli
Maria Júlia,Beloved / Youthful,Hebrew/Latin,girl,br,pt,Latin,modern,Compound "Maju"
Melissa,Honey bee,Greek,girl,br,pt,Latin,modern,Maia
Clara,Bright,Latin,girl,br,pt,Latin,classic,Nunes
Catarina,Pure,Greek,girl,br,pt,Latin,classic,Paraguaçu
Mariana,Of the sea / Grace,Latin/Hebrew,girl,br,pt,Latin,classic,Ximenes
Gabrielly,God is my strength,Hebrew,girl,br,pt,Latin,modern,Modern spelling
Pietra,Rock,Greek,girl,br,pt,Latin,modern,Italian feminine
Nicole,Victory of the people,Greek,girl,br,pt,Latin,modern,Bahls
Bárbara,Foreign,Greek,girl,br,pt,Latin,classic,Paz
Juliana,Youthful,Latin,girl,br,pt,Latin,classic,Paes
Bruna,Brown / Dark,Germanic,girl,br,pt,Latin,classic,Marquezine

Mateo,Gift of God,Hebrew,boy,ar,es,Latin,modern,Messi's son
Bautista,Baptist,Greek,boy,ar,es,Latin,modern,Religious reference
Juan,God is gracious,Hebrew,boy,ar,es,Latin,classic,Perón / Del Potro
Felipe,Lover of horses,Greek,boy,ar,es,Latin,classic,Mafalda character
Bruno,Brown / Bear,Germanic,boy,ar,es,Latin,modern,Soriano
Noah,Rest and comfort,Hebrew,boy,ar,es,Latin,modern,Global trend
Benicio,Blessed,Latin,boy,ar,es,Latin,modern,Del Toro
Thiago,Supplanter,Hebrew,boy,ar,es,Latin,modern,Messi's son
Valentino,Strong / Healthy,Latin,boy,ar,es,Latin,modern,Italian influence
Gabriel,God is my strength,Hebrew,boy,ar,es,Latin,classic,Batistuta
Ciro,Sun / Throne,Persian,boy,ar,es,Latin,modern,Messi's son
Santino,Little Saint,Latin,boy,ar,es,Latin,modern,Italian diminutive
Lorenzo,From Laurentum,Latin,boy,ar,es,Latin,modern,San Lorenzo (Football)
Joaquín,Established by God,Hebrew,boy,ar,es,Latin,classic,Sabina
Tomás,Twin,Aramaic,boy,ar,es,Latin,classic,Fonzi (Actor)
Agustín,Majestic,Latin,boy,ar,es,Latin,classic,Pichot (Rugby)
Santiago,St. James,Hebrew,boy,ar,es,Latin,classic,Del Moro
Valentín,Strong / Healthy,Latin,boy,ar,es,Latin,modern,Barco
Ian,God is gracious,Hebrew,boy,ar,es,Latin,modern,Scottish form popular
Lautaro,Swift hawk,Mapuche,boy,ar,es,Latin,classic,Martinez (Football)
Nicolás,Victory of the people,Greek,boy,ar,es,Latin,classic,Otamendi
Dante,Enduring,Latin,boy,ar,es,Latin,modern,Spinetta
Benjamín,Son of the right hand,Hebrew,boy,ar,es,Latin,classic,Agüero's son
Pedro,Rock,Greek,boy,ar,es,Latin,classic,Aznar
Lucas,Man from Lucania,Latin,boy,ar,es,Latin,classic,Ocampos
León,Lion,Greek,boy,ar,es,Latin,modern,Gieco (Musician)
Ignacio,Fire,Latin,boy,ar,es,Latin,classic,Scocco
Francisco,Frenchman,Latin,boy,ar,es,Latin,classic,Pope Francis (Bergoglio)
Facundo,Eloquent,Latin,boy,ar,es,Latin,classic,Campazzo (NBA)
Máximo,Greatest,Latin,boy,ar,es,Latin,classic,Kirchner
Jeremías,God will uplift,Hebrew,boy,ar,es,Latin,modern,Biblical
Salvador,Savior,Latin,boy,ar,es,Latin,modern,Dali
Simón,He has heard,Hebrew,boy,ar,es,Latin,modern,Bolivar
Ramiro,Wise protector,Germanic,boy,ar,es,Latin,classic,Funes Mori
Julián,Youthful,Latin,boy,ar,es,Latin,classic,Alvarez (Spider)
Tiziano,Title of honor,Latin,boy,ar,es,Latin,modern,Gravier
Luciano,Light,Latin,boy,ar,es,Latin,classic,Pereyra
Emilio,Rival,Latin,boy,ar,es,Latin,classic,Disi
Manuel,God is with us,Hebrew,boy,ar,es,Latin,classic,Belgrano
Matías,Gift of God,Hebrew,boy,ar,es,Latin,classic,Almeyda
Franco,Free man,Germanic,boy,ar,es,Latin,classic,Colapinto (F1)
Enzo,Home ruler,Germanic,boy,ar,es,Latin,classic,Francescoli / Fernandez
Alejo,Defender,Greek,boy,ar,es,Latin,classic,Carpentier
Gonzalo,Safe from harm,Germanic,boy,ar,es,Latin,classic,Higuain
Ezequiel,God strengthens,Hebrew,boy,ar,es,Latin,classic,Lavezzi
Rodrigo,Famous ruler,Germanic,boy,ar,es,Latin,classic,De Paul
Gastón,Guest / Stranger,Germanic,boy,ar,es,Latin,classic,Gaudio
Martín,Warrior of Mars,Latin,boy,ar,es,Latin,classic,Palermo / Fierro
Diego,Supplanter,Spanish,boy,ar,es,Latin,classic,Maradona (God)
Lionel,Young lion,Latin,boy,ar,es,Latin,classic,Messi (The GOAT)
Emma,Whole / Universal,Germanic,girl,ar,es,Latin,modern,Top #1 girl name
Olivia,Olive tree,Latin,girl,ar,es,Latin,modern,Alfonso
Catalina,Pure,Greek,girl,ar,es,Latin,classic,Artusi
Emilia,Rival,Latin,girl,ar,es,Latin,modern,Mernes (Singer)
Isabella,Devoted to God,Hebrew,girl,ar,es,Latin,modern,Wanda Nara's daughter
Alma,Soul,Latin,girl,ar,es,Latin,modern,Spiritual
Delfina,Dolphin / Delphi,Greek,girl,ar,es,Latin,classic,Pignatiello (Swimmer)
Valentina,Strong / Healthy,Latin,girl,ar,es,Latin,modern,Zenere
Martina,Warrior of Mars,Latin,girl,ar,es,Latin,modern,Stoessel (Tini)
Sofía,Wisdom,Greek,girl,ar,es,Latin,classic,Zámolo
Juana,God is gracious,Hebrew,girl,ar,es,Latin,classic,Viale
Victoria,Victory,Latin,girl,ar,es,Latin,classic,Ocampo
Pilar,Pillar,Latin,girl,ar,es,Latin,classic,Religious (Virgin of Pillar)
Francesca,Frenchman,Latin,girl,ar,es,Latin,modern,Icardi's daughter
Mía,Mine / Bitter,Latin,girl,ar,es,Latin,modern,Colucci (Rebelde Way)
María,Bitter / Beloved,Hebrew,girl,ar,es,Latin,classic,Becerra
Renata,Reborn,Latin,girl,ar,es,Latin,modern,Toscano
Josefina,He will add,Hebrew,girl,ar,es,Latin,classic,Empress Josephine
Mora,Blackberry / Moorish,Latin,girl,ar,es,Latin,modern,Godoy
Lola,Sorrows,Spanish,girl,ar,es,Latin,modern,Ponce
Julia,Youthful,Latin,girl,ar,es,Latin,classic,Mengolini
Elena,Bright one,Greek,girl,ar,es,Latin,classic,Roger
Paulina,Small,Latin,girl,ar,es,Latin,classic,Cocina (YouTuber)
Lucía,Light,Latin,girl,ar,es,Latin,classic,Galán (Pimpinela)
Jazmín,Jasmine,Persian,girl,ar,es,Latin,modern,Stuart
Ambar,Amber,Arabic,girl,ar,es,Latin,modern,Soy Luna character
Candelaria,Candle,Latin,girl,ar,es,Latin,classic,Tinelli
Bianca,White,Germanic,girl,ar,es,Latin,modern,Italian influence
Julieta,Youthful,Latin,girl,ar,es,Latin,classic,Venegas / Poggio
Clara,Bright,Latin,girl,ar,es,Latin,classic,Darin
Zoe,Life,Greek,girl,ar,es,Latin,modern,Gotusso
Guillermina,Resolute protector,Germanic,girl,ar,es,Latin,classic,Valdes
Agostina,Majestic,Latin,girl,ar,es,Latin,modern,Italian form
Malena,Woman of Magdala,Hebrew,girl,ar,es,Latin,classic,Tango song
Milagros,Miracles,Latin,girl,ar,es,Latin,classic,Sala
Camila,Ceremonial attendant,Latin,girl,ar,es,Latin,classic,Bordonaba
Florencia,Blooming,Latin,girl,ar,es,Latin,classic,Bertotti (Floricienta)
Micaela,Who is like God?,Hebrew,girl,ar,es,Latin,classic,Viciconte
Agustina,Majestic,Latin,girl,ar,es,Latin,classic,Cherri
Rocío,Dew,Spanish,girl,ar,es,Latin,classic,Marengo
Daniela,God is my judge,Hebrew,girl,ar,es,Latin,classic,Cardone
Carolina,Free man,Germanic,girl,ar,es,Latin,classic,Pampita (Ardohain)
Antonella,Praiseworthy,Latin,girl,ar,es,Latin,classic,Roccuzzo (Messi's wife)
Sol,Sun,Latin,girl,ar,es,Latin,classic,Pérez
Guadalupe,River of the wolf,Arabic,girl,ar,es,Latin,classic,Religious
Ailen,Ember / Clear,Mapuche,girl,ar,es,Latin,modern,Indigenous origin
Naiara,Of the Virgin Mary,Basque,girl,ar,es,Latin,modern,Awada
Morena,Brunette,Latin,girl,ar,es,Latin,modern,Beltrán
Luana,Graceful warrior,Germanic,girl,ar,es,Latin,modern,Volnovich
Iara,Lady of the water,Tupi,girl,ar,es,Latin,modern,Folklore siren

name,meaning,origin,gender,nationality,language,script,era,notes
Zayed,Abundance / Growth,Arabic,boy,ae,ar,Arabic,classic,Founder of UAE (Sheikh Zayed)
Khalifa,Successor / Ruler,Arabic,boy,ae,ar,Arabic,classic,Burj Khalifa namesake
Hamdan,The praised one,Arabic,boy,ae,ar,Arabic,classic,Fazza (Crown Prince)
Mohammed,Praiseworthy,Arabic,boy,ae,ar,Arabic,classic,Most common name globally
Sultan,Ruler / Power,Arabic,boy,ae,ar,Arabic,classic,Traditional royal name
Abdullah,Servant of God,Arabic,boy,ae,ar,Arabic,classic,Evergreen classic
Mansour,Victorious,Arabic,boy,ae,ar,Arabic,classic,Sheikh Mansour (Man City)
Rashid,Rightly guided,Arabic,boy,ae,ar,Arabic,classic,Father of Modern Dubai
Saif,Sword,Arabic,boy,ae,ar,Arabic,classic,Sword of God
Hazza,Lion / Victorious,Arabic,boy,ae,ar,Arabic,classic,First UAE Astronaut
Maktoum,Hidden / Kept,Arabic,boy,ae,ar,Arabic,classic,Ruling family of Dubai
Butti,Hidden,Arabic,boy,ae,ar,Arabic,classic,Traditional Gulf name
Suhail,Canopus Star,Arabic,boy,ae,ar,Arabic,classic,Star indicating cooler weather
Ahmed,Praiseworthy,Arabic,boy,ae,ar,Arabic,classic,Prophet's name
Ali,High / Exalted,Arabic,boy,ae,ar,Arabic,classic,Lion of God
Omar,Flourishing / Life,Arabic,boy,ae,ar,Arabic,classic,Caliph Omar
Khalid,Eternal,Arabic,boy,ae,ar,Arabic,classic,Military leader Khalid
Saeed,Happy,Arabic,boy,ae,ar,Arabic,classic,Common traditional
Salem,Safe / Sound,Arabic,boy,ae,ar,Arabic,classic,Peaceful meaning
Ghanem,Winner / Successful,Arabic,boy,ae,ar,Arabic,classic,Bedouin heritage
Fares,Knight,Arabic,boy,ae,ar,Arabic,classic,Chivalry
Theyab,Wolf,Arabic,boy,ae,ar,Arabic,classic,Strong animal name
Nahyan,Stopper / Deterrent,Arabic,boy,ae,ar,Arabic,classic,Ruling family of Abu Dhabi
Hamad,Praised,Arabic,boy,ae,ar,Arabic,classic,Gulf favorite
Juma,Friday / Gathering,Arabic,boy,ae,ar,Arabic,classic,Born on Friday
Faisal,Separator / Judge,Arabic,boy,ae,ar,Arabic,classic,King Faisal
Nasser,Victor,Arabic,boy,ae,ar,Arabic,classic,Leader name
Majed,Glorious,Arabic,boy,ae,ar,Arabic,classic,Noble
Yousef,God increases,Hebrew,boy,ae,ar,Arabic,classic,Prophet Yusuf
Saud,Good fortune,Arabic,boy,ae,ar,Arabic,classic,Gulf region favorite
Mubarak,Blessed,Arabic,boy,ae,ar,Arabic,classic,Traditional congratulatory
Obaid,Little servant,Arabic,boy,ae,ar,Arabic,classic,Diminutive of Abdullah
Eissa,God is salvation,Hebrew,boy,ae,ar,Arabic,classic,Jesus (Isa)
Ibrahim,Father of many,Hebrew,boy,ae,ar,Arabic,classic,Prophet Abraham
Hassan,Handsome / Good,Arabic,boy,ae,ar,Arabic,classic,Grandson of Prophet
Abdulaziz,Servant of the Mighty,Arabic,boy,ae,ar,Arabic,classic,Strong religious name
Jassem,Great / Big,Arabic,boy,ae,ar,Arabic,classic,Variant of Qasim
Amir,Prince,Arabic,boy,ae,ar,Arabic,classic,Royal title
Marwan,Fragrant tree,Arabic,boy,ae,ar,Arabic,classic,Historical Caliph
Adel,Just / Fair,Arabic,boy,ae,ar,Arabic,classic,Virtue name
Bilal,Moisture,Arabic,boy,ae,ar,Arabic,classic,First Muezzin
Turki,Handsome / Turk,Arabic,boy,ae,ar,Arabic,classic,Gulf traditional
Fahad,Leopard / Cheetah,Arabic,boy,ae,ar,Arabic,classic,Speed and power
Matar,Rain,Arabic,boy,ae,ar,Arabic,classic,Blessing of rain
Harib,Warrior,Arabic,boy,ae,ar,Arabic,classic,Strong Bedouin name
Humaid,Praised,Arabic,boy,ae,ar,Arabic,classic,Diminutive of Ahmad
Khalfan,Successor,Arabic,boy,ae,ar,Arabic,classic,Traditional
Musab,Strong / Camel,Arabic,boy,ae,ar,Arabic,classic,Early Muslim
Thani,Second / Praise,Arabic,boy,ae,ar,Arabic,classic,Al Thani (Qatar link)
Ameen,Trustworthy,Arabic,boy,ae,ar,Arabic,classic,Faithful
Fatima,Captivating,Arabic,girl,ae,ar,Arabic,classic,Mother of UAE (Sheikha Fatima)
Maryam,Beloved / Drop of sea,Hebrew,girl,ae,ar,Arabic,classic,Mother of Jesus
Sheikha,Queen / Royal,Arabic,girl,ae,ar,Arabic,classic,Royal title as name
Latifa,Gentle / Kind,Arabic,girl,ae,ar,Arabic,classic,Ruling family favorite
Shamma,Flame / Sun / Candle,Arabic,girl,ae,ar,Arabic,classic,High status name
Hind,Group of camels,Arabic,girl,ae,ar,Arabic,classic,Ancient Arab beauty
Meera,Provision / Food,Arabic,girl,ae,ar,Arabic,classic,Gulf pronunciation of Mira
Salamah,Safety,Arabic,girl,ae,ar,Arabic,classic,Peaceful
Maitha,Soft ground / Gentle,Arabic,girl,ae,ar,Arabic,classic,Very traditional Emirati
Afra,White deer / Earth,Arabic,girl,ae,ar,Arabic,classic,Poetic beauty
Alyazia,Wild deer,Arabic,girl,ae,ar,Arabic,classic,Bedouin heritage
Ghala,Precious / Expensive,Arabic,girl,ae,ar,Arabic,modern,Valuable
Reem,Gazelle,Arabic,girl,ae,ar,Arabic,classic,Symbol of beauty
Mahra,Filly (Female horse),Arabic,girl,ae,ar,Arabic,classic,Equestrian culture
Osha,Herb / Flower,Arabic,girl,ae,ar,Arabic,classic,Osha Bint Khalifa (Poet)
Salama,Safety / Peace,Arabic,girl,ae,ar,Arabic,classic,Traditional
Dana,Pearl,Arabic,girl,ae,ar,Arabic,modern,Pearl diving heritage
Amna,Safe / Secure,Arabic,girl,ae,ar,Arabic,classic,Mother of Prophet
Khawla,Female deer,Arabic,girl,ae,ar,Arabic,classic,Warrior woman
Moza,Pearl,Arabic,girl,ae,ar,Arabic,classic,Sheikha Moza
Wadeema,Rare rain,Arabic,girl,ae,ar,Arabic,classic,Soft rain
Rowdha,Garden,Arabic,girl,ae,ar,Arabic,classic,Paradise
Aisha,Alive / Well,Arabic,girl,ae,ar,Arabic,classic,Wife of Prophet
Noura,Light,Arabic,girl,ae,ar,Arabic,classic,Very popular
Sara,Princess,Hebrew,girl,ae,ar,Arabic,classic,International
Alya,Sky / Heaven,Arabic,girl,ae,ar,Arabic,classic,High status
Hessa,Destiny / Pearl,Arabic,girl,ae,ar,Arabic,classic,Traditional Gulf
Asma,Supreme / Names,Arabic,girl,ae,ar,Arabic,classic,Historical
Mouza,Pearl,Arabic,girl,ae,ar,Arabic,classic,Variant of Moza
Hamda,Praise,Arabic,girl,ae,ar,Arabic,classic,Feminine of Hamad
Shamsa,Sun,Arabic,girl,ae,ar,Arabic,classic,Radiant
Salsabeel,Spring in Paradise,Arabic,girl,ae,ar,Arabic,modern,Quranic
Jawaher,Jewels,Arabic,girl,ae,ar,Arabic,classic,Precious stones
Maha,Oryx eyes,Arabic,girl,ae,ar,Arabic,classic,Beautiful eyes
Reema,White antelope,Arabic,girl,ae,ar,Arabic,classic,Variant of Reem
Zainab,Fragrant flower,Arabic,girl,ae,ar,Arabic,classic,Prophet's daughter
Layla,Night,Arabic,girl,ae,ar,Arabic,classic,Poetic love
Shahad,Honey,Arabic,girl,ae,ar,Arabic,modern,Sweet
Fajer,Dawn,Arabic,girl,ae,ar,Arabic,modern,Morning prayer
Noor,Light,Arabic,girl,ae,ar,Arabic,classic,Divine light
Hoor,Virgin of Paradise,Arabic,girl,ae,ar,Arabic,modern,Religious
Bashayer,Good news,Arabic,girl,ae,ar,Arabic,classic,Optimistic
Manal,Achievement,Arabic,girl,ae,ar,Arabic,classic,Goal oriented
Sana,Brilliance,Arabic,girl,ae,ar,Arabic,classic,Radiance
Amnah,Safe,Arabic,girl,ae,ar,Arabic,classic,Variant of Amna
Lulwa,Pearl,Arabic,girl,ae,ar,Arabic,classic,Gulf pearl diving
Wafa,Loyalty,Arabic,girl,ae,ar,Arabic,classic,Faithfulness
Amal,Hope,Arabic,girl,ae,ar,Arabic,classic,Optimism

Mohammed,Praiseworthy,Arabic,boy,sa,ar,Arabic,classic,Always #1
Salman,Safe / Peaceful,Arabic,boy,sa,ar,Arabic,classic,King Salman
Abdulaziz,Servant of the Mighty,Arabic,boy,sa,ar,Arabic,classic,Founder of the Kingdom
Abdullah,Servant of God,Arabic,boy,sa,ar,Arabic,classic,Former King
Fahd,Leopard,Arabic,boy,sa,ar,Arabic,classic,Former King / Strength
Saud,Good fortune,Arabic,boy,sa,ar,Arabic,classic,House of Saud
Khalid,Eternal,Arabic,boy,sa,ar,Arabic,classic,Khalid ibn al-Walid
Faisal,Separator / Judge,Arabic,boy,sa,ar,Arabic,classic,King Faisal (Modernizer)
Turki,Handsome / Turk,Arabic,boy,sa,ar,Arabic,classic,Royal family favorite
Bandar,Seaport / Emporium,Persian,boy,sa,ar,Arabic,classic,Wealthy meaning
Sultan,Ruler,Arabic,boy,sa,ar,Arabic,classic,Late Crown Prince
Naif,Exceeding / High,Arabic,boy,sa,ar,Arabic,classic,Strong royal name
Ahmed,Praiseworthy,Arabic,boy,sa,ar,Arabic,classic,Common Prophet's name
Ali,High,Arabic,boy,sa,ar,Arabic,classic,Religious staple
Omar,Life,Arabic,boy,sa,ar,Arabic,classic,Religious staple
Yousef,God increases,Hebrew,boy,sa,ar,Arabic,classic,Prophet Yusuf
Abdulrahman,Servant of the Merciful,Arabic,boy,sa,ar,Arabic,classic,Top religious name
Saleh,Righteous,Arabic,boy,sa,ar,Arabic,classic,Prophet Saleh
Saad,Happiness,Arabic,boy,sa,ar,Arabic,classic,Companion of Prophet
Hamza,Lion / Strong,Arabic,boy,sa,ar,Arabic,classic,Warrior name
Rayan,Gates of Paradise,Arabic,boy,sa,ar,Arabic,modern,Very popular currently
Yazeed,He increases,Arabic,boy,sa,ar,Arabic,classic,Historical Caliph
Nawaf,High / Lofty,Arabic,boy,sa,ar,Arabic,classic,Noble status
Talal,Dew / Rain,Arabic,boy,sa,ar,Arabic,classic,Soft nature name
Mishal,Torch / Light,Arabic,boy,sa,ar,Arabic,classic,Guiding light
Ibrahim,Father of many,Hebrew,boy,sa,ar,Arabic,classic,Prophet Abraham
Majed,Glorious,Arabic,boy,sa,ar,Arabic,classic,Football legend Majed Abdullah
Badr,Full moon,Arabic,boy,sa,ar,Arabic,classic,Battle of Badr
Ziad,Abundance,Arabic,boy,sa,ar,Arabic,classic,Growth
Fares,Knight,Arabic,boy,sa,ar,Arabic,classic,Horseman
Mansour,Victorious,Arabic,boy,sa,ar,Arabic,classic,Victory
Osama,Lion,Arabic,boy,sa,ar,Arabic,classic,Description of lion
Sami,Elevated,Arabic,boy,sa,ar,Arabic,classic,High status
Walid,Newborn,Arabic,boy,sa,ar,Arabic,classic,Umayyad Caliph
Moath,Protected,Arabic,boy,sa,ar,Arabic,classic,Companion of Prophet
Anas,Friendliness,Arabic,boy,sa,ar,Arabic,classic,Companion of Prophet
Muhannad,Sword of India,Arabic,boy,sa,ar,Arabic,modern,TV soap opera influence
Azzam,Determined,Arabic,boy,sa,ar,Arabic,classic,Resolute
Rakan,Noble / Dignified,Arabic,boy,sa,ar,Arabic,classic,Traditional Bedouin
Hussain,Handsome,Arabic,boy,sa,ar,Arabic,classic,Grandson of Prophet
Hassan,Handsome,Arabic,boy,sa,ar,Arabic,classic,Twin of Hussain
Meshari,Merchant / Active,Arabic,boy,sa,ar,Arabic,classic,Active
Thamer,Fruitful,Arabic,boy,sa,ar,Arabic,classic,Productive
Abdulmalik,Servant of the King,Arabic,boy,sa,ar,Arabic,classic,Religious
Hattan,Continuous rain,Arabic,boy,sa,ar,Arabic,modern,Poetic nature
Tamim,Complete / Perfect,Arabic,boy,sa,ar,Arabic,classic,Tribal name (Bani Tamim)
Yasser,Wealthy,Arabic,boy,sa,ar,Arabic,classic,Ease
Muteb,Tiring (the enemy),Arabic,boy,sa,ar,Arabic,classic,Warrior name
Sultan,Authority,Arabic,boy,sa,ar,Arabic,classic,Power
Adnan,Settler,Arabic,boy,sa,ar,Arabic,classic,Ancestor of Arabs
Noura,Light,Arabic,girl,sa,ar,Arabic,classic,Quintessential Saudi name
Sarah,Princess,Hebrew,girl,sa,ar,Arabic,classic,Top 3 favorite
Joud,Generosity,Arabic,girl,sa,ar,Arabic,modern,Trendy and short
Ward,Flowers / Roses,Arabic,girl,sa,ar,Arabic,classic,Nature name
Hessa,Destiny / Pearl,Arabic,girl,sa,ar,Arabic,classic,Royal favorite
Latifa,Gentle,Arabic,girl,sa,ar,Arabic,classic,Kindness
Aljawhara,The Jewel,Arabic,girl,sa,ar,Arabic,classic,Royal traditional
Reema,White antelope,Arabic,girl,sa,ar,Arabic,classic,Reema bint Bandar
Munira,Luminous / Shining,Arabic,girl,sa,ar,Arabic,classic,Traditional grandmother name
Haifa,Slender,Arabic,girl,sa,ar,Arabic,classic,Beauty standard
Seba,Queen of Sheba,Arabic,girl,sa,ar,Arabic,modern,Mystery
Layan,Softness / Gentle,Arabic,girl,sa,ar,Arabic,modern,Very popular 2010s+
Tala,Palm tree,Arabic,girl,sa,ar,Arabic,modern,Nature
Retaj,Door of Kaaba,Arabic,girl,sa,ar,Arabic,modern,Religious trend
Kholoud,Immortality,Arabic,girl,sa,ar,Arabic,classic,Eternal
Aseel,Smooth / Pure,Arabic,girl,sa,ar,Arabic,modern,Quality of horses/cheeks
Deema,Rain without thunder,Arabic,girl,sa,ar,Arabic,classic,Soft rain
Shahad,Honey,Arabic,girl,sa,ar,Arabic,modern,Sweet
Raghad,Comfort / Opulence,Arabic,girl,sa,ar,Arabic,classic,Life of ease
Ghalia,Precious,Arabic,girl,sa,ar,Arabic,classic,Expensive
Dana,Pearl,Arabic,girl,sa,ar,Arabic,modern,Gulf heritage
Leena,Tender / Palm tree,Arabic,girl,sa,ar,Arabic,modern,Softness
Maha,Oryx eyes,Arabic,girl,sa,ar,Arabic,classic,Beauty
Aisha,Alive,Arabic,girl,sa,ar,Arabic,classic,Religious
Fatima,Captivating,Arabic,girl,sa,ar,Arabic,classic,Religious
Lama,Dark lips,Arabic,girl,sa,ar,Arabic,classic,Beauty mark
Ghada,Graceful woman,Arabic,girl,sa,ar,Arabic,classic,Poetic
Amal,Hope,Arabic,girl,sa,ar,Arabic,classic,Optimism
Manal,Achievement,Arabic,girl,sa,ar,Arabic,classic,Goal
Areej,Fragrance,Arabic,girl,sa,ar,Arabic,classic,Scent
Basma,Smile,Arabic,girl,sa,ar,Arabic,classic,Joy
Dalal,Coquettishness,Arabic,girl,sa,ar,Arabic,classic,Pampered
Mashael,Torches / Lights,Arabic,girl,sa,ar,Arabic,classic,Guidance
Alanoud,Anoud (Deer leader),Arabic,girl,sa,ar,Arabic,classic,Stubborn/Leader deer
Najla,Wide eyes,Arabic,girl,sa,ar,Arabic,classic,Beauty trait
Randa,Scented tree,Arabic,girl,sa,ar,Arabic,classic,Nature
Sultanah,Ruler (female),Arabic,girl,sa,ar,Arabic,classic,Royal
Abeer,Fragrance,Arabic,girl,sa,ar,Arabic,classic,Perfume
Wateen,Aorta / Heart vein,Arabic,girl,sa,ar,Arabic,modern,Quranic term
Juri,Damask rose,Arabic,girl,sa,ar,Arabic,modern,Specific flower
Arwa,Mountain goat (Beauty),Arabic,girl,sa,ar,Arabic,classic,Aunt of Prophet
Etab,Admonition,Arabic,girl,sa,ar,Arabic,classic,Singer Etab
